#separator:Semicolon
#html:false
#columns:Traditional;Reading;Definition;Simplified;tag
#notetype:Chinese (Trad and Simp)
#deck:tianguancifu
劃;hua2;"VERB

1 scratch; cut the surface of
	劃玻璃 Huá bōli cut (a piece of) glass
	劃火柴 Huá huǒchái strike a match

2 cross out
	劃掉幾行 Huádiào jǐ háng cross out several lines See also ¹huá ⁴huà";划;hsk4
劃破;hua2po4;"R.VERB

cut open";划破;
嚯;huo4;"INTJ. (expressing surprise)  ONOUN

sound of laughter";;hsk3
叭;"ba1; ba5";"ba1
ONOUN

snap!

<hr style='width: 30%'>

VERB

, coll. draw on a pipe/etc. See also ba

<hr style='width: 30%'><hr style='width: 30%'>

ba5
NOMINAL MEASURE WORD

.

1 (mild imperative)

2 (acknowledgment)

3 (uncertainty)

4 (pause) See also ⁴bā";;hsk3
哎;"ai1; ei1";"ai1
INTJ. (of surprise/warning/dissatisfaction) See also ēi

<hr style='width: 30%'><hr style='width: 30%'>

ei1
char. in ēiyo See also ¹āi";;hsk7-9
迅速;xun4su4;"STATIC VERB

rapid; speedy; prompt 我們對求援迅速做出了反應。 Wǒmen duì qiúyuán xùnsù zuòchūle fǎnyìng. We made a rapid response to the call for help.";;hsk4
迅;xun4;"BOUND FORM

fast; quick in xùnsù , fènxùn";;hsk3
速;su4;"BOUND FORM

1 fast; rapid; quick; speedy in xùnsù

2 speed; velocity in sùdù

3 wr. invite in bụ̀sùzhīkè";;hsk3
脫;tuo1;"VERB

1 cut meat off the bones

2 cast/come off; shed; take off

3 leave out (words) 這行脫了一個字。 Zhè háng tuōle yị̄ ge zì. One word is missing in this line.

<hr style='width: 30%'>

BOUND FORM

1 become disconnected in tuōlí

2 escape from in táotuō , tuōxiǎn

3 neglect; slight

<hr style='width: 30%'>

CONJUNCTION

, wr. if; in case";脱;hsk4
突然;tu1ran2;"ADVERB

suddenly; abruptly 天突然陰了下來。 Tiān tūrán yīnle xiàlai. The sky suddenly became overcast.";;hsk3
突;tu1;"BOUND FORM

1 dash forward in tūjī

2 project; stick out in ¹tūchū

3 trad. chimney in zàotū

<hr style='width: 30%'>

ADVERB

suddenly; abruptly";;hsk3
非禮;fei1li3;"VERB

be impolite";非礼;
禮;li3;"BOUND FORM

1 ceremony; rite; ritual in hūnlǐ

2 courtesy; etiquette; manners in ¹lǐmào

<hr style='width: 30%'>

NOUN

gift; present 這份禮太重了。 Zhèi fèn lǐ tài zhòng le. This gift is too much.";礼;hsk5
涼;liang2;"STATIC VERB

1 cool; cold

2 discouraged; disappointed

3 thin; deficient

<hr style='width: 30%'>

NOUN

Surname See also ⁵liàng";凉;hsk3
紙;zhi3;"NOUN

paper

<hr style='width: 30%'>

NOMINAL MEASURE WORD

(for pieces/sheets of paper)
	一紙公文 yī̠ zhǐ gōngwén a document";纸;hsk3
嚕;lu1;char. in lūsu , hūlūlū , ²gūlu;噜;
抖;dou3;"VERB

1 tremble; shiver; shake

2 rouse; stir up

3 (slang) show off; be puffed up; show success ostentatiously 他最近抖起來了。 Tā zuìjìn dọ̌u qǐlai le. He's puffed up now (that he's been so successful).";;hsk7-9
裂;"lie4; lie3";"lie4
VERB

1 split; crack

2 divide up (profits)

3 rend; rip open

4 sever (a relationship) See also ²liě

<hr style='width: 30%'><hr style='width: 30%'>

lie3
VERB

, topo. crack open See also ²liè";;hsk6
嗒;"da1; ta4";"da1
ONOUN

rattle, clatter; pounding See also ¹⁰tà

<hr style='width: 30%'><hr style='width: 30%'>

ta4
char. in tàrán , tàsàng See also ²dā";;hsk3
啪嗒;pa1da1;"ONOUN

clatter; patter";;hsk3
戰;zhan4;"BOUND FORM

1 war; warfare; battle in zhànzhēng

2 fight (a battle) in bǎizhànbǎishèng

3 struggle in ¹zhàndòu

4 shiver; tremble in dǎzhàn

<hr style='width: 30%'>

NOUN

Surname";战;
者;zhe3;"SUFFIX

1 (nominalizer) one who; -er
	作者 zuòzhě author

2 wr. used with numbers 二者 èrzhě these two

3 wr. used after a word, phrase, or clause to mark a pause, as in definitions 人者,
	仁也 rén zhě, rén yě benevolence is acting like a human being

4 topo. used at the end of a command

<hr style='width: 30%'>

PREFIX

, topo. this
	者邊 Zhěbiān this side; here";;hsk3
刮;gua1;"VERB

1 scrape; shave

2 daub/smear (with paste/etc.)

3 plunder; extort See also ²guā ⁵kā";;hsk6
颳;gua1;"VERB

blow (of wind) See also ¹guā ⁵kā";刮;hsk6
摔;shuai1;"VERB

1 fall; tumble 他不小心從樓梯上摔了下來。 Tā bù xiǎoxīn cóng lóutī shang shuāile xiàlai. He accidently tumbled downstairs.

2 move backward and forward; swing

3 cast/throw down/off

4 beat; knock";;hsk5
咒;zhou4;"NOUN

incantation

<hr style='width: 30%'>

VERB

curse; damn; swear";;hsk3
枷;jia1;"NOUN

cangue; neck yoke";;hsk3
天譴;tian1qian3;"NOUN

wrath of Heaven; God's punishment";天谴;
印;yin4;"NOUN

1 seal; stamp; chop

2 Surname

<hr style='width: 30%'>

VERB

print; engrave

<hr style='width: 30%'>

BOUND FORM

1 mark; trace; image in yìnzi , ¹yìnxiàng

2 tally; conform in yìnzhèng";;hsk6
封;feng1;"VERB

1 seal

2 bank (a fire)

3 confer (title/territory/etc.) upon

<hr style='width: 30%'>

NOMINAL MEASURE WORD

(for letters)

<hr style='width: 30%'>

BOUND FORM

1 envelope in ¹xìnfēng

2 feudal in ¹fēngjiàn

<hr style='width: 30%'>

NOUN

Surname";;hsk5
封禁;feng1jin4;"VERB

1 close (a place)

2 prohibit";;hsk3
商量;shang1liang5;"VERB

consult; talk over 咱們商量商量。 Zánmen shāngliang shāngliang. Let's talk it over.";;hsk3
商;shang1;"BOUND FORM

1 discuss; consult in shāngliang

2 trade; business in shāngyè

3 merchant; business person in ¹shāngrén

4 math. quotient in shāngshù

5 intelligence quotient (IQ) in ¹zhìshāng

<hr style='width: 30%'>

NOUN

1 Shang dynasty (c.

1700-1045 B.C.)

2 Surname

3 mus. second note of the pentatonic scale (wǔyīn)

4 lg. second class of initials in ancient phonology";;hsk3
量;"liang4; liang2";"liang4
NOUN

quantity; amount; volume

<hr style='width: 30%'>

BOUND FORM

 

<hr style='width: 30%'>

SUFFIX

capacity in ¹róngliàng

<hr style='width: 30%'>

VERB

estimate; measure See also ³liáng

<hr style='width: 30%'><hr style='width: 30%'>

liang2
VERB

measure

<hr style='width: 30%'>

BOUND FORM

consider in shāngliang See also ²liàng";;hsk4
提議;ti2yi4;"VERB

propose; suggest; move 他提議我們成立一個學習小組。 Tā tíyì wǒmen chénglì yị̄ ge xuéxí xiạ̌ozǔ. He suggested that we set up a study group.

<hr style='width: 30%'>

NOUN

proposal; motion";提议;hsk7-9
議;yi4;"VERB

confer; discuss 這個問題我們再議一議。 Zhège wèntí wǒmen ²zài yì yị̄ yì. We will discuss this problem again.

<hr style='width: 30%'>

BOUND FORM

1 criticize; suggest in jiànyì

2 opinion; view in ²yìyì

3 treatise; argumentation in yìlùn";议;hsk7-9
廢話;fei4hua4;"NOUN

superfluous words; nonsense; rubbish 廢話!這還用你提醒? Fèihuà! Zhè hái yòng nǐ tíxǐng? OK! OK! I don't need you to remind me.";废话;hsk7-9
廢;fei4;"BOUND FORM

1 waste; useless; disused; superfluous in ²fèizhǐ

2 disabled; maimed in cánfèi

<hr style='width: 30%'>

VERB

1 give up; abandon; abolish; abrogate

2 (slang) a injure; maim; beat up b break; amputate";废;hsk7-9
解決;jie3jue2;"VERB

1 solve; resolve; settle 問題解決了。 Wèntí jiějué le. The problem is resolved.

2 dispose of; finish off";解决;
解;"jie3; jie4; xie4";"jie3
VERB

1 untie; undo

2 take off

3 dissolve

4 discharge (water/etc.)

<hr style='width: 30%'>

BOUND FORM

1 separate; divide; cut apart in jiěkāi

2 dispel; dismiss in jiěchú

3 explain; interpret in ¹jiěshì

4 understand in liạ̌ojiě

5 relieve oneself in xiạ̌ojiě

6 ideas; views

7 interpretation

<hr style='width: 30%'>

NOUN

1 math. solution

2 name of one of the Sixty-four Hexagrams (䷧) See also ⁴jiè ¹⁰xiè

<hr style='width: 30%'><hr style='width: 30%'>

jie4
VERB

send under guard See also ¹jiě ¹⁰xiè

<hr style='width: 30%'><hr style='width: 30%'>

xie4
VERB

, coll. see the point; understand the significance of

<hr style='width: 30%'>

BOUND FORM

, trad. acrobatics in pǎomǎmàixiè

<hr style='width: 30%'>

NOUN

Surname See also ¹jiě ⁴jiè";;hsk6
決;jue2;"BOUND FORM

1 decide; determine in juédìng

2 execute sb. in chǔjué

3 bid farewell to

4 sever relations in juéliè

5 be breached; burst (of dikes/etc.) in ¹juékǒu

6 dredge

<hr style='width: 30%'>

ADVERB

definitely; certainly";决;
確實;que4shi2;"STATIC VERB

definitely true/real/certain/reliable

<hr style='width: 30%'>

ADVERB

really; certainly; truly; indeed 這確實是個好消息。 Zhè quèshí shì gè hǎo xiāoxi. This is really good news.";确实;
實;shi2;"BOUND FORM

1 solid; full; substantial in ²shízú

2 true; real; actual in ¹zhēnshí

3 practical in ¹shíjì

4 reality; fact in ¹shìshí

5 fruit; seed in guǒshí See also ¹⁴shī";实;
問題;wen4ti2;"NOUN

1 question; problem; issue 問題不在這裡。 Wèntí bụ̀ zài zhèlǐ. That's not the point.

2 trouble; mishap 出了什麼問題? Chūle shénme wèntí? What's the matter?";问题;hsk3
題;ti2;"NOUN

1 topic; subject; title

2 problem; exam question

<hr style='width: 30%'>

VERB

inscribe";题;hsk3
假扮;jia3ban4;"VERB

masquerade as";;hsk3
假;jia3;"STATIC VERB

1 false; fake; phony; artificial

2 (law) conditional; tentative

<hr style='width: 30%'>

BOUND FORM

1 borrow; avail of in jiǎjiè

2 if; supposing in jiǎshè See also ⁴jià";;hsk3
扮;ban4;"VERB

1 be dressed up as; play the part of; disguise oneself as 我扮不了美女。 Wǒ bàn bùliǎo mẹ̌inǚ. I can't play the part of a pretty woman.

2 put on (an expression) 扮鬼臉(兒) Bàn guị̌liǎn make faces";;hsk7-9
評定;ping2ding4;"VERB

pass judgment on; evaluate; assess

<hr style='width: 30%'>

NOUN

evaluation 請給這篇論文一個評定。 Qị̌ng gěi zhè piān lùnwén yị̄ ge píngdìng. Please give me your opinion of this thesis.";评定;hsk7-9
評;ping2;"BOUND FORM

comment; criticize; review in pīpíng

<hr style='width: 30%'>

VERB

judge; appraise";评;hsk6
定;ding4;"VERB

1 decide

2 subscribe to (a publication); book (tickets/etc.); order (merchandise/etc.)

<hr style='width: 30%'>

BOUND FORM

1 calm; stable in wěndìng

2 fixed; settled in gùdìng

<hr style='width: 30%'>

ADVERB

surely; certainly";;hsk4
分級;fen1ji2;"VERB

OBJECT CONSTRUCTION

grade; classify";分级;
分;fen1;"VERB

1 divide; separate

2 distribute; allot

3 distinguish; differentiate; discriminate

<hr style='width: 30%'>

NOMINAL MEASURE WORD

(for units of length/area/weight/money/time/etc.)

1 fraction

2 one-tenth

3 percent

4 (slang) ten yuán (RMB)

5 point 我考試考了一百分。 Wọ̌ kǎoshì kǎole yī̠bǎi fēn. I got

100 on the exam.

<hr style='width: 30%'>

BOUND FORM

1 part in bùfen

2 branch (office, etc.) in fēnjú See also ³fèn";;hsk3
級;ji2;"NOUN

1 level; rank; grade

2 school grade/class/form

<hr style='width: 30%'>

VERB

.

1 (for steps/stages)

2 lg. degree";级;hsk3
絕;jue2;"BOUND FORM

1 cut off; sever in duànjué

2 desperate; hopeless

3 uncompromising

<hr style='width: 30%'>

STATIC VERB

exhausted; used up; finished unique; superb; matchless coll. heartless; merciless

<hr style='width: 30%'>

VERB

, coll. refuse; reject

<hr style='width: 30%'>

ADVERB

extremely; most absolutely; at the least; by any means; on any account";绝;hsk6
等;deng3;"VERB

wait 請等一會兒。 Qị̌ng děng yī̠huǐr. Please wait a minute.

<hr style='width: 30%'>

BOUND FORM

1 class; grade in tóuděng

2 be equal in píngděng

3 lg. division

<hr style='width: 30%'>

SUFFIX

and so on";;hsk3
危險;wei1xian3;"STATIC VERB

dangerous/perilous/risky

<hr style='width: 30%'>

NOUN

danger/peril/risk";危险;
危;wei1;"BOUND FORM

1 danger; dangerous in wēixiǎn

2 endanger; imperil; jeopardize in wēihài

3 high; precipitous in wēiyá

4 near death in bìngwēi

5 wr. proper; upright in zhèngjīnwēizuò

<hr style='width: 30%'>

STATIC VERB

, coll. in jeopardy 這下可危了。 Zhè xià kě wēi le. This time I'm done for.

<hr style='width: 30%'>

NOUN

1 trad. , wr. ridge of a roof

2 Surname";;hsk3
險;xian3;"STATIC VERB

dangerous

<hr style='width: 30%'>

ADVERB

nearly; narrowly

<hr style='width: 30%'>

BOUND FORM

1 place difficult of access in tànxiǎn

2 danger; risk in màoxiǎn

3 vicious; venomous; malicious in yīnxiǎn , xiǎnzhà See also ¹⁰xiǎn";险;hsk6
嗯;ng4;"INTJ. OK; Agreed! See also ńg ňg";;hsk3
塑;su4;"VERB

model; mold";;hsk3
品;pin3;"BOUND FORM

1 article; product; goods in wùpǐn

2 grade; class; rank; rate in shàngpǐn

3 character; quality; moral standing in pǐnxíng

4 frets, fretboard (from nut to bridge) of a stringed instrument

5 chapter/section of Budd. scripture

<hr style='width: 30%'>

VERB

1 taste; sample; savor; judge

2 blow (a musical instrument)

<hr style='width: 30%'>

STATIC VERB

light/pale (color)";;hsk5
品味;pin3wei4;"VERB

OBJECT CONSTRUCTION

 

<hr style='width: 30%'>

NOUN

taste; savor";;hsk3
味;wei4;"BOUND FORM

1 taste; flavor; smell in wèir , wèidao

2 food; delicacy in měiwèi

3 interest; delight in qùwèi

4 savor in ¹tǐwèi

<hr style='width: 30%'>

NOMINAL MEASURE WORD

, med. (for prescriptions)";;hsk3
差;"cha1; cha4; chai1; ci1; cuo1";"cha1
NOUN

, math. difference

<hr style='width: 30%'>

VERB

See ¹chà See also ¹chà ²chāi ¹cī ⁵cuō

<hr style='width: 30%'><hr style='width: 30%'>

cha4
STATIC VERB

1 inferior; poor

2 wrong; false

<hr style='width: 30%'>

VERB

differ (by); be short; lack
	差兩塊錢 Chà liǎng kuài qián two yuán short
	差三個人 Chà sān ge rén Three more people are needed. 這本字典差了兩頁。 Zhè běn zìdiǎn chàle liǎng yè. Two pages of this dictionary are missing.  CMP. v. wrong(ly) 別聽差了。 Bié tīngchà le. Don't get me wrong. See also ³chā ²chāi ¹cī ⁵cuō

<hr style='width: 30%'><hr style='width: 30%'>

chai1
VERB

send; dispatch See also ³chā ¹chà ¹cī ⁵cuō

<hr style='width: 30%'><hr style='width: 30%'>

ci1
BOUND FORM

rank in cīděng  char. in cēncī See also ³chā ¹chà ²chāi ⁵cuō

<hr style='width: 30%'><hr style='width: 30%'>

cuo1
BOUND FORM

stumble in cuōdiē See also ³chā ¹chà ²chāi ¹cī";;hsk3
極;ji2;"ADVERB

extremely
	極重要 Jí zhòngyào extremely important

<hr style='width: 30%'>

BOUND FORM

1 extremity in ²zhōngjí

2 utmost point in jíduān

3 earth's pole in Běijí

4 electrical/magnetic pole in zhèngjí , ¹fùjí

5 throne in dēngjí

6 primary in jíqiángyīn";极;hsk4
賣相;mai4xiang4;"NOUN

, coll.

1 outward appearance; exterior; surface

2 demeanor; bearing; manner";卖相;
賣;mai4;"VERB

1 sell 那本書賣多少錢? Nà běn shū mài duōshǎo qián? How much is that book? 這本書不賣。 Zhè běn shū bụ̀ mài. This book isn't for sale.

2 betray; sell out

3 exert to the utmost; not spare

4 show off; parade

5 make living by/at";卖;hsk3
相;xiang4;"NOUN

1 minister in the Japanese government

2 geol. facies

3 phy. phase

4 elephant piece in Chinese chess

5 Surname

<hr style='width: 30%'>

BOUND FORM

1 looks; appearance in xiàngmào

2 bearing; posture in shuìxiàng

3 photograph in xiàngpiān

4 prime minister in ¹shǒuxiàng

5 look at and appraise in xiàngmǎ

6 physiognomy (as in fortune telling) in kànxiàng

7 wr. assist in bīnxiàng See also ¹xiāng";;hsk3
閉;bi4;"VERB

shut; close

<hr style='width: 30%'>

BOUND FORM

1 stop up in ¹bìsè

2 obstruct";闭;hsk6
嘴;zui3;"NOUN

mouth; snout; bill

<hr style='width: 30%'>

VERB

talk; speak 別多嘴。 Bié duō zuǐ. Shut up!";;hsk3
稍微;shao1wei1;"ADVERB

slightly; a bit";;hsk5
稍;shao1;"ADVERB

slightly 請稍等。 Qǐng shāo děng. Please wait a while.

<hr style='width: 30%'>

NOUN

, hist. grain ration for minor functionaries See also ⁷shào";;hsk5
微;wei1;"BOUND FORM

1 minute; tiny; slight in wēixiǎo

2 profound; abstruse; subtle in wēimiào

3 decline in shuāiwēi

<hr style='width: 30%'>

NOMINAL MEASURE WORD

one millionth part of; micro-";;hsk3
蓋;gai4;"NOUN

 

<hr style='width: 30%'>

VERB

cover

<hr style='width: 30%'>

VERB

1 seal; affix a seal

2 surpass; top; prevail over

3 build; construct

<hr style='width: 30%'>

ADVERB

, wr. about; around
	蓋千人 Gài qiān rén about a thousand people

<hr style='width: 30%'>

STATIC VERB

(slang) super; marvelous; excellent 德國隊真蓋。 Déguó ²duì zhēn gài. The German team is excellent!";盖;hsk4
舉手之勞;ju3shou3zhi1lao2;"NOUN

sth. needing only slight effort";举手之劳;
舉;ju3;"VERB

1 lift; raise; hold up 把手舉起來。 Bạ̌ shǒu jụ̌ qǐlai. Raise your hands.

2 nominate; choose

3 cite

<hr style='width: 30%'>

BOUND FORM

1 act; move; deed in yī̠jụ̌liǎngdé

2 start; initiate in jǔbàn

3 praise in táiju

4 propose in jǔbēi

5 give birth to in jǔfā

6 whole; entire; all in jǔguó";举;hsk3
勞;lao2;"VERB

put sb. to the trouble of ... 勞您大駕。 Láo nín dàjià. Would you please give me a hand?

<hr style='width: 30%'>

BOUND FORM

express one's appreciation to in dàoláo work in láodòng accomplishment in gōngláo hard; wearisome in láolèi

<hr style='width: 30%'>

NOUN

Surname See also ⁷lào";劳;
藥膏;yao4gao1;"NOUN

ointment; salve

M: ⁴zhī / 支";药膏;
藥;yao4;"NOUN

medicine; drug; remedy

<hr style='width: 30%'>

NOUN

 

<hr style='width: 30%'>

VERB

poison

<hr style='width: 30%'>

VERB

, wr. cure

<hr style='width: 30%'>

BOUND FORM

certain chemicals in huǒyào";药;hsk3
膏;"gao1; gao4";"gao1
NOUN

1 fat; grease; oil

2 paste; cream; ointment See also ²gào

<hr style='width: 30%'><hr style='width: 30%'>

gao4
VERB

1 lubricate

2 dip a brush in ink and smooth it on the edge of an ink stone See also ⁴gāo";;hsk3
幫;bang1;"VERB

help; assist 我幫他做。 Wǒ bāng tā zuò. I'll help him do it.

<hr style='width: 30%'>

BOUND FORM

1 gang; clique; group in fěibāng

2 side (of boat/truck/etc.)

3 upper (of shoe) in xiébāng

4 outside layers of certain vegetables in càibāng

<hr style='width: 30%'>

NOMINAL MEASURE WORD

(for groups of people/etc.)";帮;hsk1
擦;ca1;"VERB

1 rub; scrub; scrape
	擦地板 Cā dìbǎn scrub the floor

2 polish; wipe
	擦玻璃 Cā bōli wipe glass

3 put/spread on; apply
	擦碘酒 Cā diạ̌njiǔ apply iodine

4 brush past; shave 一顆子彈擦過我的鋼盔。 Yī̠ kē zǐdàn cāguò wǒ de gāngkuī. A bullet glanced off my helmet.";;hsk4
愈合;yu4he2;"VERB

heal (of wounds)";;hsk7-9
愈;yu4;"CONSTRUCTION

∼ A ∼ B the more A the more B 愈讀愈愛。 Yù dú yù ài. The more I read it, the more I like it.

<hr style='width: 30%'>

STATIC VERB

, wr. better; superior 彼愈於此。 bǐ yù yú cǐ. That is better than this.

<hr style='width: 30%'>

BOUND FORM

recover (from illness) in bìngyù";;hsk3
嫌棄;xian2qi4;"VERB

1 dislike and avoid 我嫌棄不學無術的人。 Wǒ xiánqì bùxuéwúshù de rén. I disliked ignorant and incompetent people.

2 discard/abandon as undesirable";嫌弃;hsk7-9
